x-position,y-position,real part of ef,imaginary part of ef,reduced shear
   0.59210,  -0.44274,  -0.02181,   0.53631,  0.235111
   0.45788,   1.05324,   0.45261,   0.38856,  0.151921
   1.70925,  -0.33862,  -0.15716,  -0.03234,  0.097561
   0.07465,   1.30598,   0.09667,  -0.40585,  0.132821
  -1.36102,   1.01995,   0.48038,  -0.05628,  0.100209
  -1.88109,  -1.31977,   0.21072,   0.02681,  0.071100
  -0.53858,   0.69103,   0.16424,   0.33946,  0.199143
   0.90742,  -1.32370,  -0.13891,   0.41777,  0.106795
   1.19031,   0.55108,  -0.14773,  -0.29277,  0.132444
  -1.78444,  -0.22430,   0.02001,   0.08673,  0.094185
  -0.64526,  -1.73193,  -0.03543,  -0.05938,  0.091349
  -0.12402,   1.73902,   0.28164,   0.12108,  0.097501
   1.27574,   0.50330,  -0.22057,  -0.72084,  0.126392
  -0.21649,  -0.74789,  -0.28613,  -0.26800,  0.223540
   1.41273,  -1.45679,  -0.00478,   0.57474,  0.082155
  -1.32967,   1.75299,   0.43396,  -0.34051,  0.074816
   0.40935,   1.19256,  -0.12367,  -0.20526,  0.138009
   0.06906,   0.68234,   0.31057,   0.23857,  0.252968
   1.74071,  -1.11721,   0.31481,   0.35933,  0.080373
  -0.10630,  -0.95585,   0.30619,  -0.18019,  0.181614
  -0.87244,   0.76974,   0.06457,   0.16730,  0.149921
   0.26679,  -1.08802,   0.23257,  -0.36482,  0.155817
   0.56440,  -0.02233,  -0.60138,   0.01218,  0.306078
  -1.87083,  -0.12410,  -0.25686,  -0.17106,  0.089886
   1.07464,  -1.16066,   0.33127,   0.00763,  0.108493
   0.59536,   0.36555,  -0.54038,  -0.34551,  0.248450
   0.31206,  -0.00647,  -0.46666,  -0.06945,  0.590709
   1.29629,  -0.22305,  -0.05665,  -0.07657,  0.132059
  -1.53453,   1.74926,  -0.02675,   0.18007,  0.070054
   1.12892,  -1.38526,   0.16590,  -0.11837,  0.094860
  -0.54091,   0.64638,   0.40042,   0.54522,  0.206861
  -0.79051,  -1.42147,  -0.07819,   0.52945,  0.105246
   1.72437,  -1.43723,  -0.16488,   0.08827,  0.073081
   0.42400,  -1.47208,  -0.05622,   0.11527,  0.112319
  -0.60519,  -0.50970,   0.04214,  -0.35810,  0.220054
  -1.02092,  -0.32823,  -0.19007,  -0.37040,  0.162860
   0.67543,   1.83172,   0.09984,  -0.26202,  0.085866
  -1.59469,   1.96176,   0.42288,   0.60580,  0.063459
   1.65611,  -1.25568,  -0.00048,  -0.28383,  0.079930
   1.26627,   0.92733,  -0.08402,  -0.62860,  0.109412
   1.90751,   0.72378,  -0.52944,   0.36345,  0.081650
  -0.19878,   0.44688,   0.40622,  -0.03042,  0.353887
  -1.46258,   0.19057,   0.02082,  -0.27988,  0.116989
   1.08072,   1.44963,  -0.52912,   0.08717,  0.093622
  -0.12991,   0.99981,   0.18119,   0.14449,  0.173269
   1.71191,   0.35352,   0.01658,   0.17219,  0.097216
   0.97760,   1.13732,  -0.16062,  -0.56860,  0.114917
  -0.43876,  -0.28289,  -0.28592,  -0.58466,  0.331181
  -0.01488,  -1.90274,  -0.35223,  -0.00926,  0.088402
  -0.46760,  -0.38081,  -0.08028,  -0.05751,  0.286939
   1.64808,   0.16016,   0.61511,   0.09699,  0.103205
   0.68312,  -1.35696,  -0.35096,  -0.08834,  0.113333
   0.21567,  -0.45842,   0.26081,  -0.24300,  0.341397
   1.80423,   1.32989,  -0.15925,  -0.41680,  0.073211
  -0.05413,   0.24981,   0.68274,   0.11443,  0.791152
   0.95717,  -0.89435,  -0.03246,  -0.21688,  0.132624
  -1.19658,  -1.99543,  -0.57497,  -0.18293,  0.070063
  -0.31792,   1.27867,   0.25419,   0.29326,  0.131822
   0.41240,   0.65043,   0.32486,  -0.63060,  0.225933
   1.21171,  -1.49556,  -0.01084,   0.23095,  0.087258
  -1.67216,   1.04119,  -0.27310,  -0.11564,  0.084996
  -1.42003,  -0.04814,  -0.24447,   0.33231,  0.121744
   1.73612,  -1.38153,   0.56585,  -0.15143,  0.074088
  -0.32568,  -1.01858,   0.35115,  -0.11577,  0.163322
   1.78038,  -0.69647,  -0.08978,  -0.28465,  0.087934
   0.02873,  -1.33738,   0.33277,   0.28695,  0.129748
   1.52332,  -1.98910,  -0.21605,  -0.16341,  0.064152
  -0.94410,  -1.15273,   0.28938,   0.34044,  0.115723
  -0.61745,   1.66984,   0.09449,   0.28916,  0.095257
  -1.88030,  -0.49777,  -0.22121,  -0.13374,  0.086228
   1.54202,   0.35705,   0.23655,   0.50406,  0.108415
   0.56214,  -1.49096,   0.24951,   0.01689,  0.107631
   1.32889,   1.62686,   0.43168,  -0.12552,  0.078952
  -0.21102,  -1.35519,   0.23097,  -0.17547,  0.126383
   1.81907,  -1.66796,  -0.00651,   0.25580,  0.065319
   0.73749,   0.95658,  -0.38201,  -0.35254,  0.144270
   0.07643,   0.91955,   0.46462,  -0.03095,  0.189223
   0.95629,  -0.23531,   0.20737,   0.36400,  0.177379
  -1.67629,  -1.84357,   0.06230,  -0.05084,  0.064575
   1.59926,  -1.83962,   0.21633,   0.13634,  0.066294
  -1.60337,  -0.55636,  -0.08294,  -0.22450,  0.100446
  -0.06638,  -1.95131,  -0.03141,  -0.13965,  0.085858
   1.85785,  -0.10344,  -0.17923,   0.35955,  0.090660
   1.08975,  -1.31511,   0.08948,   0.08691,  0.099746
   0.21470,   0.75409,   0.69640,   0.01004,  0.222019
   0.66614,   0.74109,   0.34557,  -0.46184,  0.175311
  -0.22000,  -1.33301,   0.50424,  -0.19980,  0.128401
   1.31709,  -0.74285,   0.14157,  -0.22695,  0.113904
   1.73110,  -0.95977,  -0.15201,  -0.18210,  0.084529
   1.75904,  -1.32291,  -0.10713,   0.04419,  0.074786
  -1.98158,   1.62219,   0.32130,   0.05424,  0.062483
  -1.08151,   1.77542,   0.52409,   0.28683,  0.079905
  -0.96374,  -1.47643,  -0.23646,   0.06181,  0.096292
  -1.56772,  -1.77461,   0.23313,  -0.13545,  0.068622
  -1.27715,  -0.94507,   0.41118,  -0.30564,  0.107971
   0.79746,  -1.13244,   0.37344,  -0.03725,  0.125080
  -0.12307,   1.00185,   0.25125,   0.46499,  0.173071
   1.35071,  -1.35452,   0.24651,  -0.39255,  0.087875
  -1.85118,   0.27886,   0.07368,  -0.01278,  0.090042
  -1.93709,  -0.37500,  -0.35062,   0.18537,  0.084837
   0.31900,   0.41443,   0.13380,  -0.57554,  0.330587
   1.70845,  -1.09019,   0.38701,  -0.50791,  0.082278
  -1.49608,  -0.41509,  -0.16157,  -0.03173,  0.110704
   1.99922,  -0.48494,  -0.30182,   0.30482,  0.080876
  -0.67371,  -1.53603,  -0.11629,  -0.72892,  0.101757
   1.52514,  -1.11312,  -0.03752,  -0.30320,  0.089178
   0.85786,   1.98123,   0.45135,   0.06737,  0.076483
  -1.37377,  -1.95806,  -0.24275,  -0.09103,  0.067805
  -1.23592,   0.19648,  -0.16734,  -0.09563,  0.139085
  -0.07241,  -0.48563,   0.44293,   0.23311,  0.352482
  -1.69941,  -0.62947,  -0.16044,  -0.28384,  0.093386
   1.67575,   0.10352,  -0.00526,  -0.22562,  0.101647
  -0.11822,  -1.42567,  -0.21655,   0.16478,  0.120866
  -0.15856,   1.15381,   0.32839,   0.29600,  0.149764
  -1.84959,  -1.50938,   0.29186,   0.55218,  0.067960
   0.23381,  -1.62979,  -0.08836,  -0.28866,  0.103849
  -0.45854,   0.42251,   0.08420,  -0.15777,  0.277650
  -1.44181,   0.38329,  -0.36774,   0.58128,  0.115566
   1.84223,  -1.81542,  -0.16041,   0.16419,  0.061739
   0.57780,   0.36599,  -0.05683,  -0.20922,  0.253643
   0.45123,   0.83680,   0.62583,  -0.27075,  0.183706
   1.92435,   0.54156,   0.06368,   0.19293,  0.083577
   1.39559,   1.35177,   0.00642,  -0.28903,  0.086336
   1.08442,  -1.24006,   0.21833,   0.21765,  0.103790
  -1.22184,   0.84769,   0.12693,  -0.16998,  0.115965
   1.71795,  -0.25520,  -0.16564,   0.23232,  0.097914
  -0.44400,  -0.19648,   0.19754,   0.25527,  0.356554
   0.14395,  -0.97282,  -0.65454,   0.31586,  0.177631
   1.37359,  -0.00704,  -0.13374,  -0.39552,  0.126181
   1.24201,  -1.31195,  -0.59925,  -0.15449,  0.093712
  -0.08986,   0.46306,   0.17762,   0.28541,  0.367361
  -1.40684,  -0.37018,   0.08788,  -0.36301,  0.118728
   1.94847,   1.69499,  -0.07398,  -0.04308,  0.061851
  -1.38974,  -0.39155,  -0.09728,   0.03957,  0.119683
  -0.43251,  -1.44118,   0.46363,   0.07348,  0.114511
   1.01383,  -1.65265,   0.00211,   0.30047,  0.086542
   0.24609,   0.50852,   0.15943,  -0.59698,  0.306028
  -1.64897,   0.59376,  -0.35210,  -0.06805,  0.096934
  -1.15572,   0.14531,  -0.08849,  -0.10721,  0.149743
   1.43875,   1.50490,   0.26960,  -0.56418,  0.079767
   1.51339,   1.50013,  -0.24510,   0.00842,  0.077654
  -1.04131,  -0.50436,   0.06410,  -0.08096,  0.150774
   1.95095,   0.75190,  -0.15264,  -0.10519,  0.079379
   0.90908,  -0.99951,   0.32622,   0.25799,  0.128396
  -0.80948,  -0.74748,  -0.30191,   0.48554,  0.158463
  -0.87950,   0.61363,  -0.40104,   0.29268,  0.162856
   1.83358,  -1.72690,  -0.19990,  -0.15668,  0.063743
   0.32473,   0.83893,   0.18333,  -0.08886,  0.194028
   1.11925,   0.57978,   0.20036,  -0.04041,  0.138049
  -1.93994,  -1.55081,  -0.41634,  -0.21111,  0.064827
  -0.69543,   1.99362,   0.18943,  -0.03092,  0.078484
  -1.24785,  -0.76062,  -0.05174,  -0.21801,  0.118150
   0.56750,  -1.05854,   0.15742,  -0.33763,  0.145110
   1.63664,  -1.73984,  -0.04197,  -0.16780,  0.067915
   1.71667,   0.38610,  -0.31891,  -0.03118,  0.096509
   1.25622,  -1.66321,  -0.23354,   0.58207,  0.079666
  -1.96745,  -1.16784,   0.69632,   0.17639,  0.071464
  -1.45723,   0.48377,  -0.41059,   0.09853,  0.112042
  -1.78232,   0.66548,   0.27328,  -0.39647,  0.088418
  -0.14343,   1.66481,  -0.55654,   0.30984,  0.102180
   1.83006,  -0.48294,  -0.54296,   0.05311,  0.088935
   0.83311,   1.31368,  -0.23319,   0.11735,  0.110475
  -0.16308,   1.45376,   0.32289,   0.24966,  0.118021
  -0.99343,  -0.34085,   0.10573,  -0.41112,  0.166312
   0.78988,   0.40705,  -0.36100,   0.28068,  0.196392
   1.33178,  -0.95685,  -0.25863,   0.13271,  0.104308
  -1.72400,  -0.57959,  -0.42301,  -0.51946,  0.093008
   0.61100,   0.88934,   0.14756,   0.18022,  0.161851
  -1.27771,   1.63150,  -0.16766,   0.57468,  0.080199
   0.95151,   1.52080,  -0.07914,  -0.58844,  0.094452
  -1.96183,  -1.22452,  -0.27593,   0.01033,  0.070567
   1.21856,  -0.15674,  -0.41450,   0.22663,  0.141761
   1.62784,   0.12888,   0.05446,  -0.32837,  0.104792
  -1.95822,  -1.95568,   0.28383,  -0.00857,  0.056856
  -1.88573,  -0.78611,  -0.25926,   0.01009,  0.081521
   0.73458,  -1.60953,   0.16082,   0.05032,  0.095922
   0.29659,  -1.45535,   0.23451,  -0.18502,  0.116118
  -1.54766,   1.63587,  -0.14099,  -0.09369,  0.072808
  -1.60558,  -1.17805,   0.51032,  -0.58637,  0.083946
   0.17397,  -1.39110,  -0.22995,   0.24893,  0.123487
   0.19024,   1.92086,   0.32922,  -0.08482,  0.086979
   1.82780,  -1.52506,   0.56436,  -0.28187,  0.068192
  -0.33446,  -0.03867,  -0.72161,  -0.07069,  0.536255
  -1.80224,   1.77450,  -0.14038,   0.12674,  0.063427
  -1.17785,  -0.68239,   0.05735,  -0.26491,  0.127389
  -1.29790,  -1.55455,  -0.02552,   0.02408,  0.082348
  -1.54760,  -1.98815,   0.15606,  -0.08338,  0.063722
  -0.94920,  -1.17725,   0.12630,  -0.13515,  0.113895
  -1.45901,   0.34123,  -0.07442,  -0.07280,  0.115029
  -1.38738,  -0.35978,   0.11182,  -0.04006,  0.120623
   0.13461,  -0.60218,   0.10503,   0.32827,  0.280517
   1.94001,   1.28021,   0.12705,  -0.30285,  0.070147
   0.61506,  -0.19856,  -0.36146,   0.49438,  0.268055
  -0.05558,  -0.71403,   0.59045,  -0.10952,  0.242510
  -1.44035,   0.80180,   0.05763,  -0.04111,  0.103711
   0.71936,   1.45375,   0.34362,  -0.00611,  0.105566
  -1.78174,   1.24246,   0.03876,   0.35304,  0.075944
  -0.23863,   0.26259,   0.07395,   0.21765,  0.503128
   1.48494,   1.84426,  -0.02810,  -0.21572,  0.068626
   0.06332,   0.61964,   0.66404,   0.40902,  0.277932
   1.64078,   1.21515,   0.10507,   0.33235,  0.081579
   1.53140,   1.03260,   0.27305,  -0.35416,  0.091417
   0.19283,  -1.59448,   0.08770,  -0.21820,  0.106706
   0.73932,  -1.84520,   0.16740,   0.18028,  0.084120
  -0.79109,   0.37679,  -0.26340,   0.25428,  0.199117
  -0.49835,  -1.07410,   0.38957,  -0.09766,  0.147248
  -1.19962,   0.64569,   0.03542,  -0.18635,  0.127280
   1.44532,  -1.89138,  -0.09212,   0.06750,  0.068195
   1.37882,   0.23967,  -0.13613,  -0.52495,  0.123715
   1.46184,  -0.17292,  -0.30697,   0.13169,  0.117236
   0.29364,  -0.39150,   0.50467,   0.40972,  0.353676
  -1.65049,  -1.76901,   0.39464,   0.05092,  0.066889
  -0.72004,  -1.44114,   0.03972,  -0.11381,  0.106352
  -0.77128,  -1.95097,  -0.03743,   0.55477,  0.079070
  -0.25008,   0.22246,  -0.10918,   0.74042,  0.540200
  -0.62052,   1.69956,   0.35363,   0.05547,  0.093556
  -1.89746,  -0.29623,   0.32747,  -0.14177,  0.087483
   1.60773,  -1.50687,   0.06027,  -0.29777,  0.074686
   1.34721,   0.79627,  -0.15388,   0.35877,  0.109760
   1.63977,  -0.35550,   0.32503,  -0.14327,  0.101719
  -0.62454,  -1.22466,   0.22249,   0.42195,  0.126074
   0.96778,   1.41903,  -0.01656,  -0.09439,  0.099124
   1.28852,  -0.21243,   0.13101,  -0.67240,  0.133055
  -0.81489,  -1.79771,   0.32577,  -0.31512,  0.084802
   1.31363,  -1.71129,   0.32512,  -0.12246,  0.076551
   0.18360,   0.31588,   0.39232,  -0.58698,  0.486011
   1.69797,  -1.42404,   0.00719,  -0.09442,  0.074191
   1.49352,   0.51921,   0.22649,  -0.20063,  0.108535
   0.26253,  -0.86042,   0.22600,   0.17830,  0.194028
  -0.28035,   1.10926,   0.56865,   0.11067,  0.152507
   1.55602,   0.32694,  -0.19414,   0.28732,  0.107883
  -1.95342,  -1.44979,   0.70480,  -0.34610,  0.066455
   0.59330,   1.00751,   0.20870,  -0.34763,  0.149166
  -1.62013,   0.84664,  -0.26842,   0.17980,  0.092484
   1.10842,  -0.35488,   0.00821,  -0.23859,  0.149870
  -1.37662,   0.08369,   0.13435,   0.01694,  0.125645
   0.54886,  -1.90981,  -0.07740,   0.36665,  0.084153
  -1.98940,  -1.37673,   0.46633,   0.28024,  0.066892
  -1.11047,   1.78767,   0.35172,   0.21673,  0.078784
   0.56323,   1.70480,  -0.25102,  -0.08499,  0.094364
  -1.13117,   0.57566,  -0.05638,  -0.29368,  0.137065
   1.44644,   1.00503,  -0.17011,  -0.42723,  0.096401
  -0.17494,   0.40801,  -0.05028,   0.28546,  0.391492
  -1.67744,  -0.97192,  -0.25340,  -0.17317,  0.086551
   0.30566,   0.65801,   0.09212,  -0.66341,  0.239465
   1.34227,  -1.26352,   0.03507,  -0.27668,  0.091618
  -1.99065,  -0.14739,  -0.36347,   0.23173,  0.083721
   0.58264,  -0.24164,  -0.48195,   0.37122,  0.274524
  -1.42958,  -0.26306,  -0.22687,  -0.05951,  0.118828
   1.24363,  -0.65292,  -0.22702,   0.40663,  0.123238
  -0.74525,   1.79426,  -0.27385,  -0.32622,  0.086338
  -1.30664,   0.44454,  -0.70316,   0.09395,  0.125546
  -1.99597,   1.37885,  -0.27673,   0.29088,  0.066675
  -0.67765,   0.37342,  -0.18436,   0.22328,  0.224912
   0.40500,   1.23943,  -0.14720,  -0.19254,  0.133267
  -0.26052,   1.62408,   0.39779,   0.06027,  0.103963
   1.84661,  -0.69140,  -0.12451,  -0.08051,  0.084899
   0.65072,   1.69376,  -0.07466,   0.08197,  0.093258
   0.06620,   0.64540,  -0.01513,   0.32903,  0.267057
   1.49397,  -0.67357,  -0.23578,  -0.37799,  0.104383
  -0.76356,   1.89521,  -0.43664,   0.31224,  0.081511
  -1.88238,  -0.84442,   0.26910,  -0.26878,  0.080610
  -0.34921,   1.32170,  -0.22435,   0.16817,  0.126819
   0.43890,   0.53611,  -0.07936,  -0.51179,  0.250466
  -0.84906,  -0.28526,  -0.28884,   0.44593,  0.194856
  -1.82353,   0.14496,  -0.64032,  -0.08386,  0.092412
   0.34318,   1.04637,   0.44147,  -0.22560,  0.158551
  -0.33834,   1.63110,   0.33362,  -0.31337,  0.102528
  -0.05291,   1.64819,  -0.03927,  -0.27511,  0.103673
   0.53302,   1.74616,   0.55764,  -0.12750,  0.092615
   1.51376,  -0.62219,  -0.09315,  -0.12038,  0.104533
   1.91277,  -0.65993,  -0.17268,   0.03804,  0.082429
   0.96730,  -0.88376,  -0.44025,  -0.15098,  0.132597
   0.49019,   1.74447,   0.18002,   0.24567,  0.093398
  -0.59029,  -1.11768,   0.11935,  -0.28846,  0.137654
   1.63432,  -0.39932,   0.32862,  -0.34009,  0.101417
  -0.67870,   0.63416,   0.13414,   0.13636,  0.187985
   0.07035,   1.10109,  -0.01385,   0.13542,  0.158242
  -1.84211,  -0.99692,   0.01930,  -0.44213,  0.079215
  -0.37891,   1.95411,  -0.30408,   0.13287,  0.083989
  -1.90956,   0.19290,  -0.08028,  -0.22460,  0.087544
  -1.10236,   0.39314,  -0.09984,   0.09082,  0.149016
  -1.91727,   1.42313,  -0.16078,   0.09576,  0.067946
   1.90503,  -1.88329,   0.26943,  -0.21580,  0.059166
  -1.92447,  -1.35439,  -0.10731,  -0.05635,  0.069127
   0.74116,  -0.28407,   0.01456,  -0.27621,  0.219378
  -0.69209,   0.20391,  -0.29864,   0.46130,  0.240767
   0.50578,   1.15573,   0.12629,  -0.38404,  0.137929
  -0.06133,   0.78273,   0.19086,   0.19743,  0.221724
   1.52619,   0.35444,  -0.24321,   0.09616,  0.109618
  -1.62892,   1.87128,  -0.29566,  -0.25534,  0.064911
  -0.75366,   0.03879,  -0.35901,  -0.20270,  0.230452
   1.45191,   0.38485,   0.27484,  -0.59681,  0.114727
  -0.44109,  -0.18010,  -0.02342,  -0.68325,  0.363575
  -0.66263,  -1.42281,  -0.09226,  -0.64484,  0.109410
   0.96570,   0.44426,   0.57690,  -0.09463,  0.164311
  -0.27150,   1.98601,   0.35478,   0.13506,  0.083320
  -0.78471,  -0.13569,  -0.41939,  -0.01577,  0.218671
  -1.40587,   1.52840,   0.26305,  -0.06885,  0.080004
   1.97928,   1.09785,  -0.48888,  -0.32621,  0.072378
  -0.39210,   0.88365,   0.18875,   0.35598,  0.180681
  -1.76865,  -1.29559,  -0.19805,  -0.31283,  0.075127
  -1.83616,   0.75552,   0.18381,   0.16775,  0.084230
  -0.80473,  -0.37621,  -0.27498,  -0.50810,  0.196451
  -0.18160,   1.22736,   0.48203,   0.41602,  0.140330
  -0.80368,  -1.22755,  -0.18038,   0.40640,  0.117647
  -0.02488,   1.87766,   0.29285,   0.03498,  0.089731
  -0.46384,   1.24176,   0.06029,   0.17992,  0.130993
  -1.52242,  -1.77631,  -0.05275,  -0.22667,  0.069611
   0.33369,  -1.19910,  -0.17601,  -0.25390,  0.139869
  -1.53966,   1.11901,  -0.09594,   0.45079,  0.088373
  -1.82460,   0.47842,  -0.31587,   0.22614,  0.089277
  -0.20737,  -1.74866,  -0.19415,  -0.10071,  0.096426
  -0.18976,   0.57060,   0.31681,   0.15484,  0.287190
   0.18626,   1.05901,  -0.14442,  -0.29039,  0.162419
  -1.94139,  -0.46379,   0.39775,  -0.18692,  0.083724
   0.81645,   1.95324,  -0.05020,   0.19718,  0.078245
   1.43641,  -1.35747,   0.22407,   0.76307,  0.084676
  -0.78821,   0.61656,  -0.71990,  -0.09190,  0.174568
   0.00617,  -0.87963,   0.19631,  -0.26422,  0.198357
  -0.22139,  -0.48584,   0.23821,   0.21182,  0.323785
  -0.27666,   0.18853,  -0.08369,   0.30402,  0.540019
  -0.47257,   0.18427,  -0.17548,  -0.10432,  0.340977
   0.73077,  -0.04664,  -0.08796,   0.48031,  0.237323
   0.29328,   0.88177,   0.60593,   0.14497,  0.187906
  -1.59893,  -1.82838,  -0.11010,  -0.04902,  0.066577
   1.39847,  -1.78153,   0.11239,   0.08516,  0.072322
   1.32092,  -1.92343,  -0.20793,  -0.25351,  0.069828
   0.43209,  -0.49784,  -0.18805,   0.10102,  0.262934
   0.84122,   1.41890,  -0.15313,   0.03855,  0.103639
   1.16962,   1.51710,   0.27383,   0.09200,  0.087733
  -0.45888,   1.75479,  -0.06369,   0.25207,  0.093296
   0.86548,  -1.13436,   0.08987,  -0.33381,  0.121203
  -1.76489,   0.29321,   0.22185,  -0.36599,  0.094738
  -1.59737,   1.42784,   0.33972,   0.11847,  0.077167
  -1.47971,  -0.39415,  -0.15378,   0.54523,  0.112368
   0.80896,  -0.68321,  -0.48978,   0.22675,  0.164957
  -1.33346,  -1.81534,   0.41524,  -0.06626,  0.072790
   1.00416,   0.95796,  -0.34594,  -0.02173,  0.124817
  -1.67913,  -0.22728,   0.22352,   0.70778,  0.100623
   0.22430,   0.75656,  -0.30353,  -0.04430,  0.220632
   0.75886,   1.04541,  -0.01695,  -0.31316,  0.134572
  -0.52640,   1.55784,   0.06908,   0.26918,  0.103995
   1.17571,   0.50196,  -0.35278,  -0.54053,  0.136043
   1.94930,   0.97838,   0.19239,  -0.11871,  0.075584
  -1.59151,  -0.23501,  -0.01737,   0.08107,  0.106513
   1.88949,  -1.01590,   0.57587,  -0.18048,  0.077051
  -0.70344,   1.38598,   0.25893,   0.29334,  0.110575
  -0.41804,  -0.67804,   0.10991,  -0.14370,  0.218617
   1.62981,   0.07790,  -0.40645,  -0.19768,  0.104881
  -0.62840,  -1.41627,   0.59465,   0.22347,  0.110950
  -1.10637,  -1.50154,   0.02789,  -0.40562,  0.090419
  -0.87814,  -0.79846,  -0.23225,  -0.37001,  0.146893
   1.46575,  -0.46153,   0.32755,  -0.12218,  0.111943
   1.17066,  -1.25384,  -0.13004,   0.71832,  0.099268
   0.22172,   0.89050,  -0.10388,   0.68198,  0.190250
  -1.69777,   1.19591,  -0.49610,   0.60111,  0.080003
   1.60568,   1.33126,  -0.47875,  -0.14508,  0.079601
  -0.74793,  -1.78891,  -0.25831,   0.00719,  0.086536
   1.03628,  -0.80369,   0.11533,   0.13709,  0.132473
   0.81487,  -1.53551,  -0.16392,   0.05304,  0.097818
  -0.66525,   1.72336,   0.32394,  -0.10447,  0.091401
   0.10394,   1.37069,  -0.13769,   0.14960,  0.126082
  -1.45106,   0.64883,   0.06056,  -0.19817,  0.107919
  -1.45534,   1.64661,   0.36724,  -0.03686,  0.074922
   1.55029,  -1.90021,  -0.09971,   0.33828,  0.065817
  -1.75898,  -1.63192,  -0.00948,  -0.40916,  0.067553
   1.75878,   1.93648,   0.37578,  -0.20656,  0.060896
  -0.72346,   0.05503,  -0.45370,  -0.07819,  0.239460
  -0.75621,   1.25560,  -0.05854,   0.14643,  0.117775
  -1.87565,   0.17764,   0.41993,  -0.29796,  0.089397
  -1.83949,   1.87405,   0.03175,   0.38220,  0.060615
  -0.14564,   1.13795,  -0.01401,  -0.14105,  0.152087
   1.29248,  -1.73770,   0.26703,  -0.35141,  0.076209
  -1.27790,   1.12713,   0.48105,   0.34743,  0.100004
   0.57049,   1.69664,   0.35289,  -0.45809,  0.094684
   1.38183,  -1.24192,  -0.41437,  -0.23680,  0.090815
  -1.34964,   0.11312,  -0.07609,   0.48706,  0.128069
   1.78268,   0.67259,   0.13680,   0.21633,  0.088269
  -1.08989,   0.21593,  -0.36257,   0.20200,  0.157123
   0.93261,   0.38328,  -0.12925,   0.12929,  0.173256
   0.08178,  -1.13961,   0.11243,  -0.27172,  0.152724
  -1.71349,   1.28964,   0.53101,   0.43174,  0.077080
  -0.08457,   0.52970,   0.43929,   0.23096,  0.322266
   0.77613,  -0.71865,   0.12460,  -0.26221,  0.165132
   0.27576,  -1.55387,   0.17651,   0.32451,  0.108763
   1.27055,  -0.53497,   0.15376,   0.36976,  0.125701
  -1.25280,  -1.53414,  -0.60536,   0.39428,  0.084465
   1.31163,   1.80505,   0.09982,  -0.02242,  0.073600
  -1.92833,   0.40952,  -0.10022,  -0.21136,  0.084922
  -0.05062,  -1.77137,   0.07194,  -0.29385,  0.095750
   1.33778,  -0.54467,  -0.47838,   0.36075,  0.119632
  -1.76732,   0.22387,   0.55988,   0.08383,  0.095190
  -1.23576,  -1.84883,  -0.21660,   0.32031,  0.073890
  -1.04345,   0.79557,  -0.41584,  -0.20937,  0.132395
  -0.15251,   0.82011,   0.53888,  -0.11865,  0.208970
   0.87702,  -1.71979,   0.35655,  -0.08604,  0.086967
  -0.58919,   0.76862,  -0.35792,  -0.24153,  0.180360
   1.21537,   0.62773,   0.02021,   0.08970,  0.126736
   1.79935,   0.11807,  -0.13569,  -0.04438,  0.093908
  -1.10059,   0.92586,  -0.07943,   0.45201,  0.120180
   0.82026,  -1.67119,   0.09307,   0.19087,  0.090610
  -0.10219,  -0.44349,   0.00467,  -0.17014,  0.381350
   0.49367,   0.27054,  -0.28722,  -0.31786,  0.307107
   1.86050,  -0.71886,   0.47863,   0.32079,  0.083795
  -0.12332,   0.39171,   0.52053,   0.18819,  0.425792
  -0.19457,   0.90931,   0.25003,  -0.03095,  0.187779
   0.96610,   0.89650,   0.20694,  -0.38417,  0.131782
   1.69532,   1.58631,   0.30475,   0.58890,  0.070240
  -0.31924,   1.30162,   0.18337,   0.71976,  0.129493
  -1.91470,   0.57416,  -0.01396,  -0.58285,  0.083585
   1.26881,   0.80821,   0.15023,  -0.11194,  0.114537
   0.12816,  -0.76417,  -0.20623,   0.17838,  0.224597
   0.18824,  -1.24809,   0.28558,  -0.73228,  0.137855
   1.66658,  -1.64510,  -0.05336,  -0.56757,  0.069530
   1.38108,   0.06853,  -0.52028,   0.02061,  0.125298
  -1.68686,   0.19578,  -0.49950,   0.08202,  0.100379
   1.66191,  -0.59023,   0.17013,   0.20050,  0.096263
   0.36518,  -1.07618,  -0.14664,  -0.15112,  0.153559
   1.40481,  -1.57758,   0.40653,   0.32429,  0.078443
  -0.88282,  -1.85035,  -0.16453,   0.01001,  0.081195
   0.27629,   0.15595,  -0.26813,  -0.61882,  0.578219
  -0.86263,   0.52871,  -0.17993,  -0.05474,  0.172662
  -0.40243,  -0.89669,   0.20303,   0.08728,  0.177732
   0.00904,  -1.12506,   0.25357,   0.08133,  0.155136
   1.13828,   0.62217,   0.16136,  -0.27996,  0.133986
   0.97045,  -1.50213,   0.15649,   0.05656,  0.094781
  -1.04802,  -1.26282,  -0.08591,  -0.10505,  0.104225
   1.49531,  -1.21219,   0.06289,   0.21045,  0.087252
  -1.97082,   0.09300,  -0.32360,   0.42493,  0.084839
  -1.73182,   0.98217,  -0.00093,  -0.16961,  0.083968
  -0.04469,   0.64272,   0.48180,  -0.49470,  0.268888
   0.46277,  -0.84797,   0.05084,  -0.11599,  0.180813
   0.86715,   0.75410,  -0.04539,  -0.42011,  0.151824
  -1.75229,   1.98327,  -0.53390,  -0.11083,  0.060045
   1.00337,   1.91540,   0.68029,   0.28797,  0.076347
